scenario_group_id,business_profile_id,request_id,lot_id,candidate_id,source_type,generator_success_probability
SG-00004,BP-004,SYN-REQ-00004,SYN-LOT-00004,SYN-CAND-00004-06,SYNTHETIC_GENERATED,0.8527895241457052
SG-00004,BP-004,SYN-REQ-00004,SYN-LOT-00004,SYN-CAND-00004-07,SYNTHETIC_GENERATED,0.7604081108860771
SG-00005,BP-005,SYN-REQ-00005,SYN-LOT-00005,SYN-CAND-00005-01,SYNTHETIC_GENERATED,0.8745325881661989
SG-00005,BP-005,SYN-REQ-00005,SYN-LOT-00005,SYN-CAND-00005-02,SYNTHETIC_GENERATED,0.7456899874027191
SG-00005,BP-005,SYN-REQ-00005,SYN-LOT-00005,SYN-CAND-00005-03,SYNTHETIC_GENERATED,0.8131854713118881
SG-00005,BP-005,SYN-REQ-00005,SYN-LOT-00005,SYN-CAND-00005-04,SYNTHETIC_GENERATED,0.7136821017666127
SG-00005,BP-005,SYN-REQ-00005,SYN-LOT-00005,SYN-CAND-00005-05,SYNTHETIC_GENERATED,0.7675702340537883
SG-00006,BP-006,SYN-REQ-00006,SYN-LOT-00006,SYN-CAND-00006-01,SYNTHETIC_GENERATED,0.9126158457999249
SG-00006,BP-006,SYN-REQ-00006,SYN-LOT-00006,SYN-CAND-00006-02,SYNTHETIC_GENERATED,0.8276261003626453
SG-00006,BP-006,SYN-REQ-00006,SYN-LOT-00006,SYN-CAND-00006-03,SYNTHETIC_GENERATED,0.8403737075959654
SG-00006,BP-006,SYN-REQ-00006,SYN-LOT-00006,SYN-CAND-00006-04,SYNTHETIC_GENERATED,0.8380142966961374
SG-00007,BP-007,SYN-REQ-00007,SYN-LOT-00007,SYN-CAND-00007-01,SYNTHETIC_GENERATED,0.7518013478218534
SG-00007,BP-007,SYN-REQ-00007,SYN-LOT-00007,SYN-CAND-00007-02,SYNTHETIC_GENERATED,0.6901612128436626
SG-00007,BP-007,SYN-REQ-00007,SYN-LOT-00007,SYN-CAND-00007-03,SYNTHETIC_GENERATED,0.7304795079894378
SG-00007,BP-007,SYN-REQ-00007,SYN-LOT-00007,SYN-CAND-00007-04,SYNTHETIC_GENERATED,0.8474666155863108
SG-00007,BP-007,SYN-REQ-00007,SYN-LOT-00007,SYN-CAND-00007-05,SYNTHETIC_GENERATED,0.6419658666729109
SG-00007,BP-007,SYN-REQ-00007,SYN-LOT-00007,SYN-CAND-00007-06,SYNTHETIC_GENERATED,0.8496124184843244
SG-00007,BP-007,SYN-REQ-00007,SYN-LOT-00007,SYN-CAND-00007-07,SYNTHETIC_GENERATED,0.7893993151093397
SG-00008,BP-008,SYN-REQ-00008,SYN-LOT-00008,SYN-CAND-00008-01,SYNTHETIC_GENERATED,0.7882966704653266
SG-00008,BP-008,SYN-REQ-00008,SYN-LOT-00008,SYN-CAND-00008-02,SYNTHETIC_GENERATED,0.8772473890639576
SG-00009,BP-009,SYN-REQ-00009,SYN-LOT-00009,SYN-CAND-00009-01,SYNTHETIC_GENERATED,0.7246041403063972
SG-00009,BP-009,SYN-REQ-00009,SYN-LOT-00009,SYN-CAND-00009-02,SYNTHETIC_GENERATED,0.8012005772194889
SG-00009,BP-009,SYN-REQ-00009,SYN-LOT-00009,SYN-CAND-00009-03,SYNTHETIC_GENERATED,0.8340886798629209
SG-00009,BP-009,SYN-REQ-00009,SYN-LOT-00009,SYN-CAND-00009-04,SYNTHETIC_GENERATED,0.90087228164673
SG-00009,BP-009,SYN-REQ-00009,SYN-LOT-00009,SYN-CAND-00009-05,SYNTHETIC_GENERATED,0.7293075840003533
SG-00010,BP-010,SYN-REQ-00010,SYN-LOT-00010,SYN-CAND-00010-01,SYNTHETIC_GENERATED,0.871165495453866
SG-00010,BP-010,SYN-REQ-00010,SYN-LOT-00010,SYN-CAND-00010-02,SYNTHETIC_GENERATED,0.6724778786767075
SG-00010,BP-010,SYN-REQ-00010,SYN-LOT-00010,SYN-CAND-00010-03,SYNTHETIC_GENERATED,0.7282917809928176
SG-00010,BP-010,SYN-REQ-00010,SYN-LOT-00010,SYN-CAND-00010-04,SYNTHETIC_GENERATED,0.8712264503558814
SG-00010,BP-010,SYN-REQ-00010,SYN-LOT-00010,SYN-CAND-00010-05,SYNTHETIC_GENERATED,0.8905565683505209
SG-00011,BP-011,SYN-REQ-00011,SYN-LOT-00011,SYN-CAND-00011-01,SYNTHETIC_GENERATED,0.8221746765118161
SG-00011,BP-011,SYN-REQ-00011,SYN-LOT-00011,SYN-CAND-00011-02,SYNTHETIC_GENERATED,0.8022986442939554
SG-00011,BP-011,SYN-REQ-00011,SYN-LOT-00011,SYN-CAND-00011-03,SYNTHETIC_GENERATED,0.897770440341033
SG-00011,BP-011,SYN-REQ-00011,SYN-LOT-00011,SYN-CAND-00011-04,SYNTHETIC_GENERATED,0.9013360167253043
SG-00011,BP-011,SYN-REQ-00011,SYN-LOT-00011,SYN-CAND-00011-05,SYNTHETIC_GENERATED,0.8081104284962825
SG-00011,BP-011,SYN-REQ-00011,SYN-LOT-00011,SYN-CAND-00011-06,SYNTHETIC_GENERATED,0.8404582779421118
SG-00011,BP-011,SYN-REQ-00011,SYN-LOT-00011,SYN-CAND-00011-07,SYNTHETIC_GENERATED,0.9099559167990002
SG-00012,BP-012,SYN-REQ-00012,SYN-LOT-00012,SYN-CAND-00012-01,SYNTHETIC_GENERATED,0.9144847162152691
SG-00012,BP-012,SYN-REQ-00012,SYN-LOT-00012,SYN-CAND-00012-02,SYNTHETIC_GENERATED,0.7357615456986252
SG-00012,BP-012,SYN-REQ-00012,SYN-LOT-00012,SYN-CAND-00012-03,SYNTHETIC_GENERATED,0.8934971449957242
SG-00012,BP-012,SYN-REQ-00012,SYN-LOT-00012,SYN-CAND-00012-04,SYNTHETIC_GENERATED,0.676236894757735
SG-00012,BP-012,SYN-REQ-00012,SYN-LOT-00012,SYN-CAND-00012-05,SYNTHETIC_GENERATED,0.9119041771854479
SG-00012,BP-012,SYN-REQ-00012,SYN-LOT-00012,SYN-CAND-00012-06,SYNTHETIC_GENERATED,0.8480919285142483
SG-00013,BP-013,SYN-REQ-00013,SYN-LOT-00013,SYN-CAND-00013-01,SYNTHETIC_GENERATED,0.861212185113934
SG-00013,BP-013,SYN-REQ-00013,SYN-LOT-00013,SYN-CAND-00013-02,SYNTHETIC_GENERATED,0.7180103778934053
SG-00014,BP-014,SYN-REQ-00014,SYN-LOT-00014,SYN-CAND-00014-01,SYNTHETIC_GENERATED,0.7304307239594432
SG-00014,BP-014,SYN-REQ-00014,SYN-LOT-00014,SYN-CAND-00014-02,SYNTHETIC_GENERATED,0.8427294709300787
SG-00014,BP-014,SYN-REQ-00014,SYN-LOT-00014,SYN-CAND-00014-03,SYNTHETIC_GENERATED,0.8487102542636431
SG-00014,BP-014,SYN-REQ-00014,SYN-LOT-00014,SYN-CAND-00014-04,SYNTHETIC_GENERATED,0.9143512513613894
SG-00014,BP-014,SYN-REQ-00014,SYN-LOT-00014,SYN-CAND-00014-05,SYNTHETIC_GENERATED,0.8658001764535085
SG-00015,BP-015,SYN-REQ-00015,SYN-LOT-00015,SYN-CAND-00015-01,SYNTHETIC_GENERATED,0.8256237679054836
SG-00015,BP-015,SYN-REQ-00015,SYN-LOT-00015,SYN-CAND-00015-02,SYNTHETIC_GENERATED,0.7343936177618369
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-01,SYNTHETIC_GENERATED,0.9135435073827046
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-02,SYNTHETIC_GENERATED,0.8594672601865188
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-03,SYNTHETIC_GENERATED,0.5886718684622854
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-04,SYNTHETIC_GENERATED,0.9218704486084806
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-05,SYNTHETIC_GENERATED,0.8407387766647544
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-06,SYNTHETIC_GENERATED,0.878820035730018
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-07,SYNTHETIC_GENERATED,0.7674787189678298
SG-00016,BP-016,SYN-REQ-00016,SYN-LOT-00016,SYN-CAND-00016-08,SYNTHETIC_GENERATED,0.7667984354174373
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-01,SYNTHETIC_GENERATED,0.738518948372553
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-02,SYNTHETIC_GENERATED,0.7978246335584372
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-03,SYNTHETIC_GENERATED,0.7023106173515632
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-04,SYNTHETIC_GENERATED,0.8300562663902027
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-05,SYNTHETIC_GENERATED,0.8134398951755102
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-06,SYNTHETIC_GENERATED,0.7016559275879674
SG-00017,BP-017,SYN-REQ-00017,SYN-LOT-00017,SYN-CAND-00017-07,SYNTHETIC_GENERATED,0.8522448151050221
SG-00018,BP-018,SYN-REQ-00018,SYN-LOT-00018,SYN-CAND-00018-01,SYNTHETIC_GENERATED,0.8715331886106054
SG-00018,BP-018,SYN-REQ-00018,SYN-LOT-00018,SYN-CAND-00018-02,SYNTHETIC_GENERATED,0.7911176459821655
SG-00018,BP-018,SYN-REQ-00018,SYN-LOT-00018,SYN-CAND-00018-03,SYNTHETIC_GENERATED,0.8036036377739477
SG-00018,BP-018,SYN-REQ-00018,SYN-LOT-00018,SYN-CAND-00018-04,SYNTHETIC_GENERATED,0.8595744334271671
SG-00018,BP-018,SYN-REQ-00018,SYN-LOT-00018,SYN-CAND-00018-05,SYNTHETIC_GENERATED,0.8016158055992393
SG-00019,BP-019,SYN-REQ-00019,SYN-LOT-00019,SYN-CAND-00019-01,SYNTHETIC_GENERATED,0.8150565671606353
SG-00019,BP-019,SYN-REQ-00019,SYN-LOT-00019,SYN-CAND-00019-02,SYNTHETIC_GENERATED,0.8696011569184067
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-01,SYNTHETIC_GENERATED,0.9182724967652879
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-02,SYNTHETIC_GENERATED,0.8042994973952544
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-03,SYNTHETIC_GENERATED,0.9184293419992501
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-04,SYNTHETIC_GENERATED,0.9004087879224103
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-05,SYNTHETIC_GENERATED,0.7291068554941674
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-06,SYNTHETIC_GENERATED,0.7758432383615839
SG-00020,BP-020,SYN-REQ-00020,SYN-LOT-00020,SYN-CAND-00020-07,SYNTHETIC_GENERATED,0.8185046467071475
SG-00021,BP-021,SYN-REQ-00021,SYN-LOT-00021,SYN-CAND-00021-01,SYNTHETIC_GENERATED,0.7711358630064844
SG-00021,BP-021,SYN-REQ-00021,SYN-LOT-00021,SYN-CAND-00021-02,SYNTHETIC_GENERATED,0.6821574256202847
SG-00022,BP-022,SYN-REQ-00022,SYN-LOT-00022,SYN-CAND-00022-01,SYNTHETIC_GENERATED,0.8030836702521941
SG-00022,BP-022,SYN-REQ-00022,SYN-LOT-00022,SYN-CAND-00022-02,SYNTHETIC_GENERATED,0.8614603989196985
SG-00023,BP-023,SYN-REQ-00023,SYN-LOT-00023,SYN-CAND-00023-01,SYNTHETIC_GENERATED,0.7523459226253071
SG-00023,BP-023,SYN-REQ-00023,SYN-LOT-00023,SYN-CAND-00023-02,SYNTHETIC_GENERATED,0.8713222607967713
SG-00023,BP-023,SYN-REQ-00023,SYN-LOT-00023,SYN-CAND-00023-03,SYNTHETIC_GENERATED,0.8931212306753774
SG-00023,BP-023,SYN-REQ-00023,SYN-LOT-00023,SYN-CAND-00023-04,SYNTHETIC_GENERATED,0.886428869097428
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-01,SYNTHETIC_GENERATED,0.6698929733545709
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-02,SYNTHETIC_GENERATED,0.8015420499730308
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-03,SYNTHETIC_GENERATED,0.7655975211127832
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-04,SYNTHETIC_GENERATED,0.8333040677251697
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-05,SYNTHETIC_GENERATED,0.8808876281647351
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-06,SYNTHETIC_GENERATED,0.776305131470573
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-07,SYNTHETIC_GENERATED,0.7409510863563742
SG-00024,BP-024,SYN-REQ-00024,SYN-LOT-00024,SYN-CAND-00024-08,SYNTHETIC_GENERATED,0.8362785596079563
SG-00025,BP-025,SYN-REQ-00025,SYN-LOT-00025,SYN-CAND-00025-01,SYNTHETIC_GENERATED,0.8110122483194747
SG-00025,BP-025,SYN-REQ-00025,SYN-LOT-00025,SYN-CAND-00025-02,SYNTHETIC_GENERATED,0.8434069107127289
SG-00025,BP-025,SYN-REQ-00025,SYN-LOT-00025,SYN-CAND-00025-03,SYNTHETIC_GENERATED,0.8861508209569353
SG-00025,BP-025,SYN-REQ-00025,SYN-LOT-00025,SYN-CAND-00025-04,SYNTHETIC_GENERATED,0.8250172449540384
SG-00026,BP-026,SYN-REQ-00026,SYN-LOT-00026,SYN-CAND-00026-01,SYNTHETIC_GENERATED,0.9210726790755722
SG-00026,BP-026,SYN-REQ-00026,SYN-LOT-00026,SYN-CAND-00026-02,SYNTHETIC_GENERATED,0.8545030653650082
SG-00027,BP-027,SYN-REQ-00027,SYN-LOT-00027,SYN-CAND-00027-01,SYNTHETIC_GENERATED,0.8195350582558313
SG-00027,BP-027,SYN-REQ-00027,SYN-LOT-00027,SYN-CAND-00027-02,SYNTHETIC_GENERATED,0.8202538183019746
SG-00027,BP-027,SYN-REQ-00027,SYN-LOT-00027,SYN-CAND-00027-03,SYNTHETIC_GENERATED,0.8353447666698707
SG-00027,BP-027,SYN-REQ-00027,SYN-LOT-00027,SYN-CAND-00027-04,SYNTHETIC_GENERATED,0.8626364735962889
SG-00027,BP-027,SYN-REQ-00027,SYN-LOT-00027,SYN-CAND-00027-05,SYNTHETIC_GENERATED,0.755722585061925
SG-00027,BP-027,SYN-REQ-00027,SYN-LOT-00027,SYN-CAND-00027-06,SYNTHETIC_GENERATED,0.8851696433808877
SG-00027,BP-027,SYN-REQ-00027,SYN-LOT-00027,SYN-CAND-00027-07,SYNTHETIC_GENERATED,0.6583594021243103
SG-00027,BP-027,SYN-REQ-00027,SYN-LOT-00027,SYN-CAND-00027-08,SYNTHETIC_GENERATED,0.8978465376742062
SG-00028,BP-028,SYN-REQ-00028,SYN-LOT-00028,SYN-CAND-00028-01,SYNTHETIC_GENERATED,0.6433727189987821
SG-00028,BP-028,SYN-REQ-00028,SYN-LOT-00028,SYN-CAND-00028-02,SYNTHETIC_GENERATED,0.8173430791517529
SG-00028,BP-028,SYN-REQ-00028,SYN-LOT-00028,SYN-CAND-00028-03,SYNTHETIC_GENERATED,0.8324979440328341
SG-00028,BP-028,SYN-REQ-00028,SYN-LOT-00028,SYN-CAND-00028-04,SYNTHETIC_GENERATED,0.6539997391755623
SG-00029,BP-029,SYN-REQ-00029,SYN-LOT-00029,SYN-CAND-00029-01,SYNTHETIC_GENERATED,0.8446969559320798
SG-00029,BP-029,SYN-REQ-00029,SYN-LOT-00029,SYN-CAND-00029-02,SYNTHETIC_GENERATED,0.781524908145306
SG-00030,BP-030,SYN-REQ-00030,SYN-LOT-00030,SYN-CAND-00030-01,SYNTHETIC_GENERATED,0.6942920849697344
SG-00030,BP-030,SYN-REQ-00030,SYN-LOT-00030,SYN-CAND-00030-02,SYNTHETIC_GENERATED,0.901052071055412
SG-00031,BP-031,SYN-REQ-00031,SYN-LOT-00031,SYN-CAND-00031-01,SYNTHETIC_GENERATED,0.9051806322456594
SG-00031,BP-031,SYN-REQ-00031,SYN-LOT-00031,SYN-CAND-00031-02,SYNTHETIC_GENERATED,0.7090661694865884
SG-00031,BP-031,SYN-REQ-00031,SYN-LOT-00031,SYN-CAND-00031-03,SYNTHETIC_GENERATED,0.571081532681614
SG-00031,BP-031,SYN-REQ-00031,SYN-LOT-00031,SYN-CAND-00031-04,SYNTHETIC_GENERATED,0.7356678615702993
SG-00031,BP-031,SYN-REQ-00031,SYN-LOT-00031,SYN-CAND-00031-05,SYNTHETIC_GENERATED,0.7784402545547009
SG-00032,BP-032,SYN-REQ-00032,SYN-LOT-00032,SYN-CAND-00032-01,SYNTHETIC_GENERATED,0.7276783610773879
SG-00032,BP-032,SYN-REQ-00032,SYN-LOT-00032,SYN-CAND-00032-02,SYNTHETIC_GENERATED,0.9381603965234424
SG-00032,BP-032,SYN-REQ-00032,SYN-LOT-00032,SYN-CAND-00032-03,SYNTHETIC_GENERATED,0.759559464271758
SG-00032,BP-032,SYN-REQ-00032,SYN-LOT-00032,SYN-CAND-00032-04,SYNTHETIC_GENERATED,0.8374386410734092
SG-00033,BP-033,SYN-REQ-00033,SYN-LOT-00033,SYN-CAND-00033-01,SYNTHETIC_GENERATED,0.5431272085286114
SG-00033,BP-033,SYN-REQ-00033,SYN-LOT-00033,SYN-CAND-00033-02,SYNTHETIC_GENERATED,0.857875446890209
SG-00033,BP-033,SYN-REQ-00033,SYN-LOT-00033,SYN-CAND-00033-03,SYNTHETIC_GENERATED,0.8481708899215723
SG-00033,BP-033,SYN-REQ-00033,SYN-LOT-00033,SYN-CAND-00033-04,SYNTHETIC_GENERATED,0.6722214499080941
SG-00033,BP-033,SYN-REQ-00033,SYN-LOT-00033,SYN-CAND-00033-05,SYNTHETIC_GENERATED,0.8394536933232437
SG-00033,BP-033,SYN-REQ-00033,SYN-LOT-00033,SYN-CAND-00033-06,SYNTHETIC_GENERATED,0.8986882636106436
SG-00033,BP-033,SYN-REQ-00033,SYN-LOT-00033,SYN-CAND-00033-07,SYNTHETIC_GENERATED,0.687974901732815
SG-00033,BP-033,SYN-REQ-00033,SYN-LOT-00033,SYN-CAND-00033-08,SYNTHETIC_GENERATED,0.8943941375834765
SG-00034,BP-034,SYN-REQ-00034,SYN-LOT-00034,SYN-CAND-00034-01,SYNTHETIC_GENERATED,0.7872519884471711
SG-00034,BP-034,SYN-REQ-00034,SYN-LOT-00034,SYN-CAND-00034-02,SYNTHETIC_GENERATED,0.7841634837075758
SG-00034,BP-034,SYN-REQ-00034,SYN-LOT-00034,SYN-CAND-00034-03,SYNTHETIC_GENERATED,0.8009319895248647
SG-00034,BP-034,SYN-REQ-00034,SYN-LOT-00034,SYN-CAND-00034-04,SYNTHETIC_GENERATED,0.7563436717971928
SG-00034,BP-034,SYN-REQ-00034,SYN-LOT-00034,SYN-CAND-00034-05,SYNTHETIC_GENERATED,0.7970115090914806
SG-00034,BP-034,SYN-REQ-00034,SYN-LOT-00034,SYN-CAND-00034-06,SYNTHETIC_GENERATED,0.8579864187556798
SG-00034,BP-034,SYN-REQ-00034,SYN-LOT-00034,SYN-CAND-00034-07,SYNTHETIC_GENERATED,0.867534678394266
SG-00034,BP-034,SYN-REQ-00034,SYN-LOT-00034,SYN-CAND-00034-08,SYNTHETIC_GENERATED,0.8582351571315354
SG-00035,BP-035,SYN-REQ-00035,SYN-LOT-00035,SYN-CAND-00035-01,SYNTHETIC_GENERATED,0.810848768509152
SG-00035,BP-035,SYN-REQ-00035,SYN-LOT-00035,SYN-CAND-00035-02,SYNTHETIC_GENERATED,0.8484491091553903
SG-00035,BP-035,SYN-REQ-00035,SYN-LOT-00035,SYN-CAND-00035-03,SYNTHETIC_GENERATED,0.7283206643587837
SG-00035,BP-035,SYN-REQ-00035,SYN-LOT-00035,SYN-CAND-00035-04,SYNTHETIC_GENERATED,0.7895862450731514
SG-00035,BP-035,SYN-REQ-00035,SYN-LOT-00035,SYN-CAND-00035-05,SYNTHETIC_GENERATED,0.8547114925837113
SG-00036,BP-036,SYN-REQ-00036,SYN-LOT-00036,SYN-CAND-00036-01,SYNTHETIC_GENERATED,0.8756265755059942
SG-00036,BP-036,SYN-REQ-00036,SYN-LOT-00036,SYN-CAND-00036-02,SYNTHETIC_GENERATED,0.8860098347502668
SG-00037,BP-037,SYN-REQ-00037,SYN-LOT-00037,SYN-CAND-00037-01,SYNTHETIC_GENERATED,0.7031165277322581
SG-00037,BP-037,SYN-REQ-00037,SYN-LOT-00037,SYN-CAND-00037-02,SYNTHETIC_GENERATED,0.8010154062473386
SG-00037,BP-037,SYN-REQ-00037,SYN-LOT-00037,SYN-CAND-00037-03,SYNTHETIC_GENERATED,0.7291780232259492
SG-00038,BP-038,SYN-REQ-00038,SYN-LOT-00038,SYN-CAND-00038-01,SYNTHETIC_GENERATED,0.8151705103222956
SG-00038,BP-038,SYN-REQ-00038,SYN-LOT-00038,SYN-CAND-00038-02,SYNTHETIC_GENERATED,0.7732153146468032
SG-00038,BP-038,SYN-REQ-00038,SYN-LOT-00038,SYN-CAND-00038-03,SYNTHETIC_GENERATED,0.7903208764719667
SG-00038,BP-038,SYN-REQ-00038,SYN-LOT-00038,SYN-CAND-00038-04,SYNTHETIC_GENERATED,0.8646832134719886
SG-00038,BP-038,SYN-REQ-00038,SYN-LOT-00038,SYN-CAND-00038-05,SYNTHETIC_GENERATED,0.836633853108404
SG-00038,BP-038,SYN-REQ-00038,SYN-LOT-00038,SYN-CAND-00038-06,SYNTHETIC_GENERATED,0.8751795198453832
SG-00039,BP-039,SYN-REQ-00039,SYN-LOT-00039,SYN-CAND-00039-01,SYNTHETIC_GENERATED,0.7254490809247257
SG-00039,BP-039,SYN-REQ-00039,SYN-LOT-00039,SYN-CAND-00039-02,SYNTHETIC_GENERATED,0.7953075878903487
SG-00039,BP-039,SYN-REQ-00039,SYN-LOT-00039,SYN-CAND-00039-03,SYNTHETIC_GENERATED,0.7806045547433513
SG-00040,BP-040,SYN-REQ-00040,SYN-LOT-00040,SYN-CAND-00040-01,SYNTHETIC_GENERATED,0.8584518502613233
SG-00040,BP-040,SYN-REQ-00040,SYN-LOT-00040,SYN-CAND-00040-02,SYNTHETIC_GENERATED,0.789784084895446
SG-00040,BP-040,SYN-REQ-00040,SYN-LOT-00040,SYN-CAND-00040-03,SYNTHETIC_GENERATED,0.9042409643628669
SG-00040,BP-040,SYN-REQ-00040,SYN-LOT-00040,SYN-CAND-00040-04,SYNTHETIC_GENERATED,0.7237688200585394
SG-00040,BP-040,SYN-REQ-00040,SYN-LOT-00040,SYN-CAND-00040-05,SYNTHETIC_GENERATED,0.8334024632298164
SG-00041,BP-041,SYN-REQ-00041,SYN-LOT-00041,SYN-CAND-00041-01,SYNTHETIC_GENERATED,0.8073151581725492
SG-00041,BP-041,SYN-REQ-00041,SYN-LOT-00041,SYN-CAND-00041-02,SYNTHETIC_GENERATED,0.8622182060530185
SG-00041,BP-041,SYN-REQ-00041,SYN-LOT-00041,SYN-CAND-00041-03,SYNTHETIC_GENERATED,0.8370047473354185
SG-00042,BP-042,SYN-REQ-00042,SYN-LOT-00042,SYN-CAND-00042-01,SYNTHETIC_GENERATED,0.7204895467038986
SG-00042,BP-042,SYN-REQ-00042,SYN-LOT-00042,SYN-CAND-00042-02,SYNTHETIC_GENERATED,0.5732488375637635
SG-00042,BP-042,SYN-REQ-00042,SYN-LOT-00042,SYN-CAND-00042-03,SYNTHETIC_GENERATED,0.6234207533391601
SG-00042,BP-042,SYN-REQ-00042,SYN-LOT-00042,SYN-CAND-00042-04,SYNTHETIC_GENERATED,0.8038800768472614
SG-00042,BP-042,SYN-REQ-00042,SYN-LOT-00042,SYN-CAND-00042-05,SYNTHETIC_GENERATED,0.8743343757222187
SG-00043,BP-043,SYN-REQ-00043,SYN-LOT-00043,SYN-CAND-00043-01,SYNTHETIC_GENERATED,0.5978565786531188
SG-00043,BP-043,SYN-REQ-00043,SYN-LOT-00043,SYN-CAND-00043-02,SYNTHETIC_GENERATED,0.9211739873459345
SG-00043,BP-043,SYN-REQ-00043,SYN-LOT-00043,SYN-CAND-00043-03,SYNTHETIC_GENERATED,0.8232362252473769
SG-00043,BP-043,SYN-REQ-00043,SYN-LOT-00043,SYN-CAND-00043-04,SYNTHETIC_GENERATED,0.7263887761637331
SG-00043,BP-043,SYN-REQ-00043,SYN-LOT-00043,SYN-CAND-00043-05,SYNTHETIC_GENERATED,0.9286169250841684
SG-00043,BP-043,SYN-REQ-00043,SYN-LOT-00043,SYN-CAND-00043-06,SYNTHETIC_GENERATED,0.7627492544078255
SG-00043,BP-043,SYN-REQ-00043,SYN-LOT-00043,SYN-CAND-00043-07,SYNTHETIC_GENERATED,0.8467404224465284
SG-00043,BP-043,SYN-REQ-00043,SYN-LOT-00043,SYN-CAND-00043-08,SYNTHETIC_GENERATED,0.8695067606484241
SG-00044,BP-044,SYN-REQ-00044,SYN-LOT-00044,SYN-CAND-00044-01,SYNTHETIC_GENERATED,0.7737882524026739
