scenario_group_id,split
SG-00696,train
SG-00697,train
SG-00698,train
SG-00699,train
SG-00700,train
SG-00701,train
SG-00702,train
SG-00703,train
SG-00704,train
SG-00705,train
SG-00706,train
SG-00707,test
SG-00708,test
SG-00709,validation
SG-00710,train
SG-00711,train
SG-00712,train
SG-00713,validation
SG-00714,train
SG-00715,validation
SG-00716,train
SG-00717,train
SG-00718,train
SG-00719,test
SG-00720,train
SG-00721,train
SG-00722,test
SG-00723,train
SG-00724,train
SG-00725,train
SG-00726,validation
SG-00727,train
SG-00728,train
SG-00729,train
SG-00730,train
SG-00731,train
SG-00732,train
SG-00733,test
SG-00734,train
SG-00735,train
SG-00736,test
SG-00737,validation
SG-00738,train
SG-00739,train
SG-00740,train
SG-00741,validation
SG-00742,train
SG-00743,train
SG-00744,train
SG-00745,train
SG-00746,train
SG-00747,test
SG-00748,train
SG-00749,train
SG-00750,test
SG-00751,train
SG-00752,train
SG-00753,test
SG-00754,validation
SG-00755,validation
SG-00756,train
SG-00757,train
SG-00758,train
SG-00759,validation
SG-00760,train
SG-00761,test
SG-00762,train
SG-00763,validation
SG-00764,train
SG-00765,test
SG-00766,train
SG-00767,train
SG-00768,train
SG-00769,validation
SG-00770,validation
SG-00771,train
SG-00772,train
SG-00773,train
SG-00774,train
SG-00775,validation
SG-00776,train
SG-00777,train
SG-00778,train
SG-00779,test
SG-00780,train
SG-00781,train
SG-00782,test
SG-00783,validation
SG-00784,train
SG-00785,train
SG-00786,train
SG-00787,train
SG-00788,test
SG-00789,train
SG-00790,train
SG-00791,train
SG-00792,validation
SG-00793,train
SG-00794,train
SG-00795,validation
SG-00796,train
SG-00797,train
SG-00798,train
SG-00799,train
SG-00800,train
SG-00801,train
SG-00802,validation
SG-00803,train
SG-00804,train
SG-00805,train
SG-00806,test
SG-00807,train
SG-00808,test
SG-00809,train
SG-00810,test
SG-00811,train
SG-00812,train
SG-00813,train
SG-00814,validation
SG-00815,validation
SG-00816,validation
SG-00817,test
SG-00818,train
SG-00819,train
SG-00820,train
SG-00821,test
SG-00822,train
SG-00823,validation
SG-00824,train
SG-00825,validation
SG-00826,train
SG-00827,validation
SG-00828,train
SG-00829,test
SG-00830,train
SG-00831,test
SG-00832,train
SG-00833,validation
SG-00834,train
SG-00835,test
SG-00836,train
SG-00837,test
SG-00838,train
SG-00839,test
SG-00840,validation
SG-00841,test
SG-00842,train
SG-00843,train
SG-00844,train
SG-00845,test
SG-00846,train
SG-00847,train
SG-00848,train
SG-00849,train
SG-00850,validation
SG-00851,train
SG-00852,test
SG-00853,train
SG-00854,train
SG-00855,train
SG-00856,train
SG-00857,train
SG-00858,validation
SG-00859,train
SG-00860,train
SG-00861,train
SG-00862,test
SG-00863,test
SG-00864,train
SG-00865,train
SG-00866,train
SG-00867,train
SG-00868,test
SG-00869,train
SG-00870,train
SG-00871,validation
SG-00872,train
SG-00873,train
SG-00874,train
SG-00875,train
SG-00876,train
SG-00877,train
SG-00878,train
SG-00879,train
SG-00880,train
SG-00881,train
SG-00882,train
SG-00883,train
SG-00884,train
SG-00885,train
SG-00886,train
SG-00887,test
SG-00888,validation
SG-00889,validation
SG-00890,train
SG-00891,train
SG-00892,train
SG-00893,train
SG-00894,test
SG-00895,train
SG-00896,train
SG-00897,train
SG-00898,train
SG-00899,train
SG-00900,train
SG-00901,train
SG-00902,validation
SG-00903,train
SG-00904,validation
SG-00905,validation
SG-00906,train
SG-00907,train
SG-00908,train
SG-00909,test
SG-00910,train
SG-00911,validation
SG-00912,train
SG-00913,train
SG-00914,train
SG-00915,train
SG-00916,test
SG-00917,validation
SG-00918,train
SG-00919,validation
SG-00920,train
SG-00921,train
SG-00922,train
SG-00923,train
SG-00924,train
SG-00925,train
SG-00926,validation
SG-00927,test
SG-00928,train
SG-00929,validation
SG-00930,validation
SG-00931,test
SG-00932,test
SG-00933,validation
SG-00934,train
SG-00935,train
SG-00936,train
SG-00937,train
SG-00938,train
SG-00939,test
SG-00940,train
SG-00941,train
SG-00942,train
SG-00943,train
SG-00944,validation
SG-00945,train
SG-00946,train
SG-00947,train
SG-00948,train
SG-00949,test
SG-00950,test
SG-00951,train
SG-00952,train
SG-00953,validation
SG-00954,train
SG-00955,train
SG-00956,train
SG-00957,train
SG-00958,train
SG-00959,train
SG-00960,train
SG-00961,train
SG-00962,test
SG-00963,test
SG-00964,validation
SG-00965,train
SG-00966,train
SG-00967,test
SG-00968,train
SG-00969,train
SG-00970,train
SG-00971,train
SG-00972,train
SG-00973,train
SG-00974,train
SG-00975,train
SG-00976,train
SG-00977,train
SG-00978,train
SG-00979,test
SG-00980,train
SG-00981,train
SG-00982,train
SG-00983,train
SG-00984,train
SG-00985,test
SG-00986,train
SG-00987,test
SG-00988,test
SG-00989,validation
SG-00990,validation
SG-00991,validation
SG-00992,train
SG-00993,train
SG-00994,train
SG-00995,validation
SG-00996,test
SG-00997,validation
SG-00998,train
SG-00999,test
SG-01000,train
SG-01001,validation
SG-01002,train
SG-01003,validation
SG-01004,train
SG-01005,train
SG-01006,train
SG-01007,validation
SG-01008,test
SG-01009,validation
SG-01010,train
SG-01011,train
SG-01012,train
SG-01013,train
SG-01014,test
SG-01015,train
SG-01016,validation
SG-01017,train
SG-01018,train
SG-01019,train
SG-01020,validation
SG-01021,train
SG-01022,train
SG-01023,test
SG-01024,test
SG-01025,train
SG-01026,train
SG-01027,train
SG-01028,train
SG-01029,test
SG-01030,train
SG-01031,train
SG-01032,train
SG-01033,validation
SG-01034,train
SG-01035,train
SG-01036,train
SG-01037,train
SG-01038,train
SG-01039,train
SG-01040,test
SG-01041,train
SG-01042,test
SG-01043,test
SG-01044,train
SG-01045,train
SG-01046,train
SG-01047,test
SG-01048,train
SG-01049,train
SG-01050,train
SG-01051,validation
SG-01052,test
SG-01053,train
SG-01054,train
SG-01055,train
SG-01056,validation
SG-01057,test
SG-01058,validation
SG-01059,test
SG-01060,train
SG-01061,train
SG-01062,train
SG-01063,train
SG-01064,train
SG-01065,validation
SG-01066,test
SG-01067,train
SG-01068,train
SG-01069,validation
SG-01070,train
SG-01071,train
SG-01072,train
SG-01073,train
SG-01074,train
SG-01075,validation
SG-01076,train
SG-01077,train
SG-01078,train
SG-01079,train
SG-01080,train
SG-01081,train
SG-01082,test
SG-01083,validation
SG-01084,train
SG-01085,train
SG-01086,train
SG-01087,validation
SG-01088,validation
SG-01089,train
SG-01090,test
SG-01091,train
SG-01092,train
SG-01093,test
SG-01094,train
SG-01095,validation
SG-01096,validation
SG-01097,train
SG-01098,train
SG-01099,train
SG-01100,test
SG-01101,train
SG-01102,train
SG-01103,train
SG-01104,train
SG-01105,train
SG-01106,validation
SG-01107,train
SG-01108,train
SG-01109,train
SG-01110,train
SG-01111,train
SG-01112,train
SG-01113,train
SG-01114,train
SG-01115,test
SG-01116,train
SG-01117,train
SG-01118,test
SG-01119,train
SG-01120,test
SG-01121,train
SG-01122,train
SG-01123,train
SG-01124,test
SG-01125,train
SG-01126,train
SG-01127,train
SG-01128,test
SG-01129,train
SG-01130,train
SG-01131,train
SG-01132,validation
SG-01133,train
SG-01134,train
SG-01135,train
SG-01136,train
SG-01137,validation
SG-01138,test
SG-01139,train
SG-01140,train
SG-01141,train
SG-01142,train
SG-01143,train
SG-01144,validation
SG-01145,train
SG-01146,train
SG-01147,test
SG-01148,train
SG-01149,train
SG-01150,train
SG-01151,train
SG-01152,train
SG-01153,train
SG-01154,train
SG-01155,train
SG-01156,train
SG-01157,train
SG-01158,train
SG-01159,test
SG-01160,train
SG-01161,train
SG-01162,test
SG-01163,train
SG-01164,train
SG-01165,train
SG-01166,train
SG-01167,train
SG-01168,train
SG-01169,validation
SG-01170,train
SG-01171,train
SG-01172,train
SG-01173,train
SG-01174,test
SG-01175,train
SG-01176,train
SG-01177,train
SG-01178,train
SG-01179,train
SG-01180,validation
SG-01181,train
SG-01182,test
SG-01183,test
SG-01184,train
SG-01185,train
SG-01186,train
SG-01187,test
SG-01188,train
SG-01189,train
SG-01190,train
SG-01191,train
SG-01192,train
SG-01193,validation
SG-01194,validation
SG-01195,test
SG-01196,train
SG-01197,validation
SG-01198,train
SG-01199,validation
SG-01200,test
SG-01201,validation
SG-01202,validation
SG-01203,train
SG-01204,train
SG-01205,train
SG-01206,train
SG-01207,validation
SG-01208,train
SG-01209,train
SG-01210,train
SG-01211,test
SG-01212,test
SG-01213,train
SG-01214,train
SG-01215,test
SG-01216,train
SG-01217,train
SG-01218,train
SG-01219,train
SG-01220,test
SG-01221,train
SG-01222,train
SG-01223,train
SG-01224,train
SG-01225,train
SG-01226,validation
SG-01227,train
SG-01228,train
SG-01229,validation
SG-01230,validation
SG-01231,train
SG-01232,train
SG-01233,validation
SG-01234,validation
SG-01235,train
SG-01236,train
SG-01237,train
SG-01238,train
SG-01239,test
SG-01240,validation
SG-01241,test
SG-01242,train
SG-01243,train
SG-01244,train
SG-01245,train
SG-01246,test
SG-01247,train
SG-01248,train
SG-01249,train
SG-01250,validation
SG-01251,train
SG-01252,train
SG-01253,test
SG-01254,test
SG-01255,train
SG-01256,train
SG-01257,train
SG-01258,train
SG-01259,train
SG-01260,test
SG-01261,train
SG-01262,train
SG-01263,train
SG-01264,train
SG-01265,train
SG-01266,train
SG-01267,train
SG-01268,train
SG-01269,train
SG-01270,train
SG-01271,train
SG-01272,train
SG-01273,train
SG-01274,train
SG-01275,train
SG-01276,test
SG-01277,train
SG-01278,train
SG-01279,test
SG-01280,test
SG-01281,validation
SG-01282,test
SG-01283,validation
SG-01284,train
SG-01285,train
SG-01286,train
SG-01287,test
SG-01288,test
SG-01289,train
SG-01290,train
SG-01291,train
SG-01292,train
SG-01293,train
SG-01294,train
SG-01295,test
SG-01296,train
SG-01297,test
SG-01298,train
SG-01299,validation
SG-01300,validation
SG-01301,train
SG-01302,train
SG-01303,train
SG-01304,train
SG-01305,train
SG-01306,train
SG-01307,train
SG-01308,test
SG-01309,test
SG-01310,train
SG-01311,validation
SG-01312,validation
SG-01313,validation
SG-01314,train
SG-01315,train
SG-01316,test
SG-01317,test
SG-01318,test
SG-01319,train
SG-01320,train
SG-01321,train
SG-01322,train
SG-01323,validation
SG-01324,train
SG-01325,test
SG-01326,train
SG-01327,train
SG-01328,train
SG-01329,train
SG-01330,train
SG-01331,train
SG-01332,train
SG-01333,train
SG-01334,train
SG-01335,train
SG-01336,train
SG-01337,train
SG-01338,train
SG-01339,train
SG-01340,train
SG-01341,train
SG-01342,train
SG-01343,validation
SG-01344,validation
SG-01345,train
SG-01346,train
SG-01347,train
SG-01348,validation
SG-01349,train
SG-01350,test
SG-01351,train
SG-01352,test
SG-01353,train
SG-01354,test
SG-01355,train
SG-01356,train
SG-01357,test
SG-01358,train
SG-01359,validation
SG-01360,train
SG-01361,train
SG-01362,train
SG-01363,test
SG-01364,test
SG-01365,train
SG-01366,test
SG-01367,train
SG-01368,train
SG-01369,train
SG-01370,train
SG-01371,train
SG-01372,test
SG-01373,train
SG-01374,train
SG-01375,train
SG-01376,train
SG-01377,train
SG-01378,test
SG-01379,train
SG-01380,validation
SG-01381,train
SG-01382,test
SG-01383,train
SG-01384,test
SG-01385,train
SG-01386,train
SG-01387,train
SG-01388,train
SG-01389,train
SG-01390,train
SG-01391,train
SG-01392,train
SG-01393,train
SG-01394,test
SG-01395,test
SG-01396,train
SG-01397,test
SG-01398,train
SG-01399,train
SG-01400,train
SG-01401,train
SG-01402,train
SG-01403,test
SG-01404,train
SG-01405,train
SG-01406,train
SG-01407,validation
SG-01408,train
SG-01409,test
SG-01410,test
SG-01411,validation
SG-01412,train
SG-01413,train
SG-01414,test
SG-01415,train
SG-01416,train
SG-01417,train
SG-01418,validation
SG-01419,train
SG-01420,train
SG-01421,test
SG-01422,train
SG-01423,train
SG-01424,train
SG-01425,validation
SG-01426,train
SG-01427,train
SG-01428,train
SG-01429,train
SG-01430,train
SG-01431,train
SG-01432,train
SG-01433,train
SG-01434,train
SG-01435,validation
SG-01436,train
SG-01437,train
SG-01438,train
SG-01439,train
SG-01440,validation
SG-01441,train
SG-01442,train
SG-01443,test
SG-01444,train
SG-01445,train
SG-01446,train
SG-01447,validation
SG-01448,train
SG-01449,validation
SG-01450,train
SG-01451,train
SG-01452,train
SG-01453,train
SG-01454,train
SG-01455,train
SG-01456,train
SG-01457,train
SG-01458,train
SG-01459,train
SG-01460,train
SG-01461,train
SG-01462,train
SG-01463,train
SG-01464,train
SG-01465,train
SG-01466,test
SG-01467,train
SG-01468,train
SG-01469,train
SG-01470,train
SG-01471,train
SG-01472,train
SG-01473,train
SG-01474,train
SG-01475,train
SG-01476,train
SG-01477,train
SG-01478,train
SG-01479,validation
SG-01480,train
SG-01481,validation
SG-01482,train
SG-01483,train
SG-01484,train
SG-01485,validation
SG-01486,train
SG-01487,validation
SG-01488,train
SG-01489,train
SG-01490,train
SG-01491,train
SG-01492,train
SG-01493,train
SG-01494,train
SG-01495,train
SG-01496,train
SG-01497,train
SG-01498,train
SG-01499,train
SG-01500,test
SG-01501,train
SG-01502,train
SG-01503,train
SG-01504,train
SG-01505,train
SG-01506,test
SG-01507,train
SG-01508,test
SG-01509,test
SG-01510,train
SG-01511,train
SG-01512,train
SG-01513,train
SG-01514,test
SG-01515,train
SG-01516,validation
SG-01517,train
SG-01518,train
SG-01519,train
SG-01520,train
SG-01521,train
SG-01522,train
SG-01523,train
SG-01524,train
SG-01525,test
SG-01526,train
SG-01527,test
SG-01528,test
SG-01529,test
SG-01530,train
SG-01531,test
SG-01532,validation
SG-01533,test
SG-01534,train
SG-01535,test
SG-01536,train
SG-01537,validation
SG-01538,train
SG-01539,train
SG-01540,train
SG-01541,test
SG-01542,train
SG-01543,train
SG-01544,train
SG-01545,test
SG-01546,test
SG-01547,train
SG-01548,validation
SG-01549,validation
SG-01550,validation
SG-01551,test
SG-01552,train
SG-01553,test
SG-01554,test
SG-01555,train
SG-01556,validation
SG-01557,validation
SG-01558,train
SG-01559,train
SG-01560,train
SG-01561,train
SG-01562,test
SG-01563,train
SG-01564,train
SG-01565,test
SG-01566,validation
SG-01567,train
SG-01568,train
SG-01569,train
SG-01570,validation
SG-01571,train
SG-01572,train
SG-01573,test
SG-01574,test
SG-01575,train
SG-01576,train
SG-01577,validation
SG-01578,train
SG-01579,validation
SG-01580,test
SG-01581,train
SG-01582,train
SG-01583,train
SG-01584,train
SG-01585,validation
SG-01586,train
SG-01587,train
SG-01588,train
SG-01589,train
SG-01590,train
SG-01591,train
SG-01592,train
SG-01593,train
SG-01594,train
SG-01595,validation
SG-01596,test
SG-01597,validation
SG-01598,train
SG-01599,train
SG-01600,train
SG-01601,train
SG-01602,train
SG-01603,test
SG-01604,validation
SG-01605,validation
SG-01606,train
SG-01607,train
SG-01608,train
SG-01609,train
SG-01610,train
SG-01611,test
SG-01612,train
SG-01613,train
SG-01614,train
SG-01615,train
SG-01616,train
SG-01617,test
SG-01618,train
SG-01619,train
SG-01620,train
SG-01621,train
SG-01622,test
SG-01623,train
SG-01624,test
SG-01625,train
SG-01626,train
SG-01627,test
SG-01628,train
SG-01629,train
SG-01630,train
SG-01631,test
SG-01632,train
SG-01633,train
SG-01634,test
SG-01635,train
SG-01636,train
SG-01637,train
SG-01638,train
SG-01639,train
SG-01640,train
SG-01641,train
SG-01642,train
SG-01643,train
SG-01644,train
SG-01645,validation
SG-01646,validation
SG-01647,train
SG-01648,train
SG-01649,train
SG-01650,test
SG-01651,train
SG-01652,train
SG-01653,train
SG-01654,train
SG-01655,validation
SG-01656,train
SG-01657,train
SG-01658,train
SG-01659,test
SG-01660,train
SG-01661,train
SG-01662,test
SG-01663,train
SG-01664,train
SG-01665,train
SG-01666,train
SG-01667,train
SG-01668,train
SG-01669,train
SG-01670,test
SG-01671,train
SG-01672,train
SG-01673,test
SG-01674,validation
SG-01675,validation
SG-01676,train
SG-01677,train
SG-01678,train
SG-01679,train
SG-01680,test
SG-01681,train
SG-01682,train
SG-01683,train
SG-01684,train
SG-01685,validation
SG-01686,train
SG-01687,train
SG-01688,train
SG-01689,train
SG-01690,train
SG-01691,train
SG-01692,train
SG-01693,train
SG-01694,train
SG-01695,train
SG-01696,train
SG-01697,train
SG-01698,test
SG-01699,train
SG-01700,train
SG-01701,train
SG-01702,train
SG-01703,train
SG-01704,validation
SG-01705,train
SG-01706,train
SG-01707,train
SG-01708,train
SG-01709,train
SG-01710,validation
SG-01711,train
SG-01712,train
SG-01713,train
SG-01714,train
SG-01715,train
SG-01716,train
